Season,TeamName,eFGPct,RankeFGPct,TOPct,RankTOPct,ORPct,RankORPct,FTRate,RankFTRate
2022,Missouri,47.0505618,296,21.64906039,339,31.39963168,73,29.88764045,185
2022,Missouri State,54.63059313,22,15.49484153,29,25.79737336,257,27.67950052,260
2022,Monmouth,47.46736292,284,17.31526397,104,29.38741722,134,36.91906005,35
2022,Montana,50.22727273,164,15.66452242,34,18.09317443,355,38.50649351,14
2022,Montana State,53.83076043,32,18.45733421,185,26.73956262,223,40.30874786,4
2022,Morehead State,52.42832066,71,20.36640031,297,30.70866142,90,28.96430661,220
2022,Morgan State,46.37834037,317,21.39676571,330,31.47321429,71,31.08298172,147
2022,Mount St. Mary's,48.61111111,245,20.05949404,286,30.97880928,81,26.2962963,291
2022,Murray State,52.93948127,52,17.12394413,92,35.53149606,11,31.06628242,150
2022,N.C. State,47.97094188,267,14.53511336,11,30.20833333,108,29.10821643,217
2022,NJIT,46.49350649,315,18.72285286,208,23.23943662,315,30.97402597,154
2022,Navy,47.48263889,282,19.85678295,274,33.82084095,23,30.78703704,157
2022,Nebraska,50.34666667,156,17.13007351,93,20.68361087,348,33.33333333,91
2022,Omaha,49.26253687,213,19.3049726,239,24.61685824,291,28.31858407,243
2022,Nevada,50.64027939,142,18.43155048,183,24.5320197,292,31.95576251,124
2022,New Hampshire,50.9252913,129,14.80677012,13,27.92792793,177,25.3598355,310
2022,New Mexico,49.4140625,207,16.11480054,42,24.00362319,298,32.75669643,102
2022,New Mexico State,52.23880597,79,20.68294163,313,33.15677966,41,35.44776119,53
2022,New Orleans,50.03078818,173,19.33494458,241,25.44132918,267,42.1182266,1
2022,Niagara,49.25140362,215,16.66644898,63,23.08499475,318,28.13474735,250
2022,Nicholls State,52.49861188,69,17.34888836,107,30.20134228,109,21.87673515,350
2022,Norfolk State,51.48809524,106,19.96873317,283,30,114,39.08730159,9
2022,North Alabama,43.24155194,355,17.04891971,87,25.53191489,263,23.84230288,333
2022,North Carolina,52.06057597,83,16.49511038,55,30.42350908,103,29.64250248,199
2022,North Carolina A&T,46.59624413,310,18.28837021,173,29.16283349,145,28.16901408,248
2022,North Carolina Central,47.69736842,278,23.74795025,354,32.63378804,49,37.76315789,26
2022,North Dakota,47.17147908,290,17.50013983,117,26.7644363,222,31.64407778,131
2022,North Dakota State,51.82128628,98,16.95786228,79,24.75633528,287,33.40922026,85
2022,North Florida,48.11932555,264,21.60109039,338,25.17985612,276,30.35019455,174
2022,North Texas,51.33836651,114,18.62287263,199,31.39158576,74,38.02333562,20
2022,Northeastern,50.12315271,170,21.17916078,325,26.34351949,234,30.60344828,163
2022,Northern Arizona,47.92761238,268,20.45960335,303,28.94977169,151,27.72913018,259
2022,Northern Colorado,56.04575163,9,16.89207718,71,21.32564841,344,31.59041394,135
2022,Northern Illinois,47.20704311,289,19.84907442,273,24.28298279,296,33.09046752,93
2022,Northern Iowa,52.6006192,63,16.25568949,45,21.2379936,345,34.30340557,68
2022,Northern Kentucky,49.514008,202,19.94773793,280,35.97733711,9,26.64379646,282
2022,Northwestern,49.03743316,225,14.08711328,7,25.74955908,259,25.13368984,313
2022,Northwestern State,49.46778711,205,20.12029969,289,27.77777778,182,24.9859944,319
2022,Notre Dame,53.9907461,28,15.48496708,28,22.12121212,334,27.64603817,262
2022,Oakland,49.13444893,222,18.03457029,146,30.71705426,89,34.04500866,71
2022,Ohio,50.79030558,136,15.38095076,25,26.86695279,218,30.50579557,164
2022,Ohio State,54.78658537,20,16.63727331,60,28.83569097,153,33.47560976,84
2022,Oklahoma,54.68403548,21,21.98151057,345,25.74257426,260,27.93791574,255
2022,Oklahoma State,48.04260219,265,21.40730589,331,32.27906977,52,32.98791019,95
2022,Old Dominion,46.94285714,298,18.41202398,180,32.39564428,50,34.34285714,67
2022,Oral Roberts,53.92798691,30,13.27845891,4,26.61596958,230,22.96781233,344
2022,Oregon,51.41025641,110,17.10732654,90,29.55536181,127,29.79487179,189
2022,Oregon State,49.19220056,221,18.2087334,162,26.21722846,241,27.57660167,265
2022,Pacific,46.20689655,321,17.35513851,109,22.55489022,323,32.28840125,115
2022,Pennsylvania,51.28052412,117,16.98023675,81,25.35496957,271,24.12150089,330
2022,Penn State,50.49649533,148,18.56336778,196,28.47152847,164,21.78738318,351
2022,Pepperdine,47.47718733,283,20.37461924,299,26.30662021,239,23.93988191,332
2022,Pittsburgh,46.68711656,308,21.16981476,324,30.45148895,102,39.38650307,7
2022,Portland,49.56242707,197,18.27618122,169,23.95326193,300,33.3722287,87
2022,Portland State,47.10884354,293,16.99202902,83,26.14678899,244,31.63265306,132
2022,Prairie View,48.38177015,252,24.02096745,355,31.69690502,64,38.50726552,13
2022,Presbyterian,45.42232723,339,19.5476124,255,33.23996265,38,30.24217366,178
2022,Princeton,56.66089965,5,14.4594993,10,24.79591837,286,21.28027682,355
2022,Providence,50.26849642,163,17.3285556,106,30.5019305,99,38.54415274,12
2022,Purdue,56.96300103,4,17.29465329,103,35.21256932,13,36.27954779,40
2022,Purdue-Fort Wayne,53.29218107,44,19.41342364,247,22.58726899,322,26.74897119,279
2022,Quinnipiac,50,174,18.67438349,204,28.59903382,160,26.98863636,272
2022,Radford,46.51240778,313,20.58251332,309,28.9446186,152,27.83366868,256
2022,Rhode Island,50.55248619,147,20.79922493,317,28.57142857,163,36.09576427,44
2022,Rice,53.04193739,50,18.27812818,171,25.65392354,261,32.01417602,121
2022,Richmond,51.4985015,105,14.41888327,9,22.43861135,327,30.86913087,156
2022,Rider,45.61177078,336,17.41263999,113,29.43143813,132,27.20702117,270
2022,Robert Morris,50.90063916,132,20.80038853,318,28.19472617,169,28.18128995,247
2022,Rutgers,49.52380952,200,17.32370635,105,29.40074906,133,26.94677871,274
2022,SIU Edwardsville,46.68815944,307,21.48336991,335,31.01207057,80,34.52520516,65
2022,SMU,52.09988649,80,17.65155551,121,27.76203966,183,35.86833144,47
2022,Sacramento State,48.79032258,236,16.66446053,62,21.40540541,343,28.29301075,244
2022,Sacred Heart,50.81018519,134,19.64438184,263,30.95004897,83,24.94212963,323
2022,Saint Joseph's,49.66178129,192,19.55518001,256,27.0120259,213,22.94250282,345
2022,Saint Louis,50.79405738,135,18.81410187,213,33.80158033,24,32.83811475,99
2022,Saint Mary's,52.59555048,64,17.018451,85,27.24425887,204,23.2173417,341
2022,Saint Peter's,47.81921618,274,20.80437609,319,31.5,69,37.48419722,29
2022,Sam Houston State,48.32291074,257,18.42737926,182,30.58510638,96,25.01421262,317
2022,Samford,51.97523585,91,19.35527672,242,29.87804878,123,29.06839623,218
2022,San Diego,46.72081829,305,18.48955174,190,26.31578947,237,25.45126354,306
2022,San Diego State,48.7625221,238,19.28538568,237,29.57198444,126,31.29051267,141
2022,San Francisco,53.07811692,48,18.13747989,155,30.23872679,106,28.40144853,236
2022,San Jose State,49.78658537,185,20.035074,285,21.97044335,336,22.5,347
2022,Santa Clara,54.51300357,23,16.15313682,43,23.37662338,311,27.58796532,264
2022,Seattle,48.35668103,255,16.28200619,46,26.02620087,247,28.82543103,226
2022,Seton Hall,47.57308329,281,17.45975128,116,32.67857143,47,30.77771649,158
2022,Siena,48.67365824,241,18.43994985,184,24.48979592,293,28.93275756,221
2022,South Alabama,51.67597765,101,19.40052937,246,26.66666667,226,31.00558659,153
2022,South Carolina,47.26925177,288,21.36894825,329,33.56890459,31,29.21900601,213
2022,South Carolina State,43.31476323,354,20.23199515,290,34.28571429,18,31.92200557,127
2022,South Dakota,52.00364299,87,15.15141886,21,26.66666667,226,34.12264724,70
2022,South Dakota State,59.69033636,1,15.27307142,24,24,299,35.18419648,55
2022,South Florida,41.2849162,357,19.06337101,224,29.88992379,122,25.41899441,308
2022,Southeast Missouri State,51.57322654,103,17.83534401,130,25.52986513,264,36.67048055,38
2022,Southeastern Louisiana,51.99878861,88,19.90622011,277,25.47834844,266,39.00666263,11
2022,Southern,49.22015597,216,20.42692268,301,27.44510978,190,33.59328134,78
2022,Southern Illinois,51.48195876,107,18.04144225,147,23.16684378,317,29.12371134,215
2022,Southern Miss,46.80667434,304,19.68287389,265,23.79182156,302,26.63981588,283
2022,Southern Utah,52.06155633,82,17.07706449,88,28.00387597,175,34.66898955,61
2022,State Bonaventure,50.40045767,153,15.79629261,37,27.29083665,200,26.54462243,285
2022,State Francis (NY),45.98290598,328,17.87867501,131,29.35278031,136,23.3048433,338
2022,St. Francis PA,46.88401616,300,18.05317458,148,30.40723982,104,29.77495672,190
2022,St. John's (NY),50.77211044,137,15.92019012,39,30.66453163,92,26.06457651,294
2022,St. Thomas (MN),52.02618454,84,12.60573893,1,20.70063694,347,23.69077307,335
2022,Stanford,49.80337079,184,22.31695669,349,33.76146789,27,29.94382022,184
2022,Stephen F. Austin,51.3618677,112,22.33295938,350,34.71164309,15,36.9001297,36
2022,Stetson,48.83643617,232,19.51274691,253,28.15217391,171,25.59840426,303
2022,Stony Brook,50.33519553,158,15.58328074,31,27.37430168,197,27.65363128,261
2022,Syracuse,52.46305419,70,15.38327829,26,29.47543714,131,28.27586207,245
2022,TCU,48.91067538,230,21.57259584,336,37.96889296,1,31.20915033,142
2022,Tarleton State,46.3259853,319,18.27577428,168,27.03862661,212,33.73413494,76
2022,Temple,45.40754258,340,18.54162952,192,32.72058824,46,39.6593674,6
2022,Tennessee,50.302267,160,17.95469723,137,32.80334728,45,29.57178841,202
2022,Tennessee-Martin,46.12884161,325,19.42451073,249,29.96289425,117,26.30023641,290
2022,Tennessee State,49.07192575,224,19.84062644,272,29.62245886,125,30.45243619,168
2022,Tennessee Tech,49.211528,218,19.07071663,226,30.97184378,82,24.03480152,331
2022,Texas,50,174,18.16260604,158,31.93517636,59,32.31118683,113
2022,Texas A&M,49.70311727,190,19.28107094,236,33.66013072,28,35.82384958,48
2022,Texas A&M-Corpus Chris,47.15206878,292,19.65009434,264,34.01885176,20,37.99032778,22
2022,Texas Southern,48.58017817,247,21.35231317,328,33.45356177,33,33.63028953,77
2022,Texas State,50.99928622,128,18.78546349,209,30.77858881,88,32.90506781,98
2022,Texas Tech,52.37206823,73,20.30391206,294,33.20999075,39,36.08742004,45
2022,The Citadel,51.953125,94,17.23602677,99,23.79110251,303,30.04807692,182
2022,Toledo,53.50302419,39,14.81695718,14,30.46594982,101,28.72983871,228
2022,Towson,51.97123069,92,17.97340669,140,36.07305936,8,34.20351625,69
2022,Troy,47.40717029,287,21.93193806,343,31.93193193,60,34.82714469,58
2022,Tulane,51.23419627,119,14.98495363,19,20.14242116,350,33.35340157,90
2022,Tulsa,49.56319161,196,19.0222925,223,26.70509126,224,31.04251602,151
2022,UAB,52.88509784,53,16.34397233,48,33.36267606,36,29.4530858,208
2022,UC Davis,48.60779634,246,17.91556706,134,26.15587847,243,29.43516309,210
2022,UC Irvine,47.58454106,280,20.58892343,310,29.89276139,121,29.71014493,194
2022,UC Riverside,50.67663818,140,18.34662641,176,22.38095238,329,26.85185185,276
2022,UC San Diego,51.98191933,90,18.88750941,217,18.55309218,354,32.68428373,105
2022,UC Santa Barbara,53.5483871,35,19.28907214,238,28.375,165,37.20430108,32
2022,UCF,49.88558352,182,19.06724128,225,30.82636955,87,28.54691076,233
2022,UCLA,50.55387714,146,13.37983549,5,31.95521102,58,29.80866062,187
2022,UMBC,52.56118384,68,16.18777823,44,21.87802517,337,31.07569721,149
2022,UMKC,52.30566535,78,15.61951088,32,21.61254199,341,31.62055336,134
2022,UMass Lowell,48.03149606,266,18.28769052,172,29.3,139,26.52937614,286
2022,UNC Asheville,49.933643,179,18.25754854,167,26.3214671,236,38.02256138,21
2022,UNC Greensboro,49.75369458,186,20.30205173,293,32.33779609,51,27.21674877,269
2022,UNC Wilmington,47.40888383,286,15.38366413,27,28.71467639,156,33.37129841,89
2022,UNLV,49.12231031,223,16.95264158,77,27.09090909,208,30.69082673,160
2022,USC,51.05020492,125,17.69881915,124,33.79191745,25,30.94262295,155
2022,USC Upstate,51.37278829,111,18.66351504,203,21.83316169,339,28.3709579,238
2022,UT Arlington,45.67861716,335,20.25480984,291,30.54726368,98,29.70550576,195
2022,UT Rio Grande Valley,49.47172157,204,20.76717934,316,24.65483235,290,41.39216905,2
2022,UTEP,49.02712264,226,16.9838874,82,22.53658537,325,28.36084906,240
2022,UTSA,43.60967185,353,17.62284787,120,29.53549518,128,25.44617156,307
2022,Utah,48.44357977,250,18.09825447,153,29.29020665,141,30.01667593,183
2022,Utah State,54.191295,24,18.37468377,178,25.9469697,250,28.85545406,224
2022,Utah Valley,50.64456722,141,22.11575687,348,32.02020202,56,38.12154696,19
2022,VCU,51.46618791,109,21.80310248,341,26.59137577,232,30.2812687,177
2022,VMI,55.51157125,17,16.64362165,61,22.61146497,321,25.63946407,302
2022,Valparaiso,51.04415274,126,16.52148718,57,20.28836251,349,26.90930788,275
2022,Vanderbilt,50.31914894,159,19.19603367,231,27.46419545,188,39.20212766,8
2022,Vermont,57.27937043,3,14.86171674,16,23.94957983,301,26.64418212,281
2022,Villanova,51.96447793,93,15.51891368,30,30.94582185,84,30.46286329,167
2022,Virginia,49.67006599,191,16.34495641,49,28.29614604,167,28.07438512,251
2022,Virginia Tech,55.19648397,19,16.95941853,80,28.10457516,172,23.73319545,334
2022,Wagner,49.93544222,178,18.0160204,144,33.47921225,32,32.14977405,118
2022,Wake Forest,56.16657768,8,18.8121065,212,27.08933718,209,31.9807795,123
2022,Washington,46.39709694,316,16.74373754,66,29.30890924,138,34.73302229,59
2022,Washington State,48.29517779,259,16.69111654,64,33.20095314,40,29.56648807,204
2022,Weber State,53.51744186,37,16.32847989,47,20.04048583,352,37.79069767,25
2022,West Virginia,46.84350133,303,18.14359996,156,29.93254637,119,36.12732095,43
2022,Western Carolina,47.90228359,270,17.7277134,126,28.66556837,157,27.82793415,257
2022,Western Illinois,50.1618123,169,16.0598252,41,29.28759894,142,29.44983819,209
2022,Western Kentucky,52.70581462,62,17.60703332,119,25.09765625,279,31.20322395,143
2022,Western Michigan,49.3015873,212,20.30659765,295,27.23535457,205,24.31746032,329
2022,Wichita State,46.69724771,306,18.65952857,202,32.26744186,54,31.68195719,129
2022,William & Mary,45.95375723,330,23.13053954,353,27.07034728,210,30.28901734,176
2022,Winthrop,56.36777128,6,21.15800531,323,25.31214529,273,37.49187784,28
2022,Wisconsin,48.16136114,260,12.73074475,2,25.92259226,251,32.32711306,112
2022,Wofford,53.90769231,31,17.66999366,122,26.91879867,217,28.24615385,246
2022,Wright State,52.01030928,85,17.91217995,132,31.33514986,75,31.08247423,148
2022,Wyoming,52.31326644,75,17.02646554,86,25.51594747,265,37.06800446,33
2022,Xavier,50.21231423,166,16.50548607,56,29.28321678,143,35.66878981,51
2022,Yale,50.08955224,171,18.41910799,181,25.79051383,258,32.71641791,104
2022,Youngstown State,51.25072717,118,17.19019761,96,30.06012024,111,29.66841187,197